46166,362.74,287.19,385.015,609.125,973.35,757.905,193.2,477.355,42.77,123.8,175.53,21.445,479.04,719.09,1732.795,612.025,242.8,175.42,225.415,282.525,639.13,539.145,233.76,225.645,313.045,187.215,470.595,250.725,512.66,233.0,
46167,430.6,397.24,1171.295,192.305,3248.21,904.68,1465.0,636.93,4453.84,1732.85,1260.19,112.07,622.41,67.655,367.385,537.52,3.5,3886.825,804.86,842.86,54.385,1032.54,338.745,3639.945,85.07,1455.755,797.905,618.765,263.48,1033.505,
46168,794.89,202.06,505.025,375.2,3603.195,304.715,131.4,400.08,1522.99,4663.665,1284.21,460.24,1153.515,768.9,680.415,477.68,355.005,506.415,967.035,592.345,540.255,155.6,1312.395,1005.79,2756.48,1133.415,830.03,427.475,786.605,609.06,
46205,1699.8615,2221.4861,4390.8908,10076.049,9804.4746,3361.0439,3251.8412,3941.8673,9681.2193,2437.3126,3919.8743,1932.3041,8511.4896,4909.8158,6800.3202,3126.4524,6150.4582,5934.2472,3114.9924,10055.3589,2990.2282,6342.4513,4227.6543,3700.578,3194.6704,10686.2055,2267.8733,5425.1294,4198.1001,1841.6106,
46169,586.175,0.815,1101.27,537.42,265.82,300.8,112.36,482.7,261.0,277.425,2804.535,240.21,688.4,1133.75,362.475,46.835,510.41,270.805,3604.17,781.76,448.2,100.23,1058.99,436.395,10.08,272.225,1248.94,708.215,215.74,600.5,
46170,3.9,154.9,22.645,7.5,42.83,190.995,9.0,8.94,40.98,7.95,156.5,5.47,198.055,442.52,214.085,15.4,13.51,6.02,81.635,52.885,420.035,515.07,8.6,51.54,82.39,139.71,353.85,374.68,9.005,99.55,
46214,376.3,588.665,385.47,2175.23,780.155,1037.865,547.875,299.64,627.165,804.285,892.545,717.835,563.97,520.725,803.275,298.705,324.465,702.3,914.87,640.495,449.81,664.765,710.585,239.005,154.72,395.535,491.685,917.25,446.015,1308.68,
46171,2404.745,127.935,22.5,53.125,12.8,20.41,378.955,31.5,168.16,12.13,903.94,578.28,444.21,351.12,915.73,212.39,297.9,176.86,1884.835,194.38,265.175,580.805,1955.285,180.39,269.61,215.205,1921.99,113.805,579.46,30.435,
46206,5403.3865,5129.4667,7699.3547,5247.4886,5061.1243,2778.2985,2815.6346,3572.2334,5850.5779,1202.1449,7527.9698,6219.6048,3287.2976,6257.6806,3067.2027,6284.2697,2111.1068,3415.3081,4191.8213,7601.4564,3682.9301,9622.7153,3878.439,6330.6966,1647.7611,2831.8714,2508.4804,3052.0666,5501.7538,2413.0782,
46172,217.925,182.105,115.5,13.2,118.81,10.1,159.975,9.48,121.005,284.07,209.39,116.27,740.045,1.45,37.155,11.7,10.5,9.0,149.06,137.29,30.055,434.56,25.07,41.58,20.39,301.385,406.98,32.425,139.36,86.5,
46213,1202.0625,335.4075,911.9275,2127.8025,876.3675,1892.835,689.095,787.875,1727.3525,1090.945,2881.5,1071.475,2513.2275,2077.6275,1375.275,697.365,1696.0625,1242.8325,1393.0075,2299.3825,306.1575,2073.7925,872.605,733.4675,611.2,817.47,979.675,956.7425,785.8775,949.35,
46173,4.17,32.45,4.0,63.195,46.985,19.93,69.0,3.005,17.49,14.265,54.85,2.49,4.39,403.27,590.69,100.465,99.67,30.615,50.965,81.915,0.645,302.525,1.015,29.05,10.045,1.065,14.595,25.875,5.065,361.39,
46209,2953.3786666666665,3032.0156666666667,2254.228,1280.2466666666667,7236.926333333334,4033.901,3109.2926666666667,1365.886,2625.5056666666665,1977.4976666666666,4334.589333333333,3822.6783333333333,2618.972333333333,4471.073,4097.892666666667,2605.8733333333334,3244.7883333333334,4308.338333333333,1645.7233333333334,3761.5823333333333,4118.598666666667,3536.7073333333333,1283.9006666666667,3549.8713333333335,1684.7816666666668,3093.2006666666666,2897.587666666667,5556.735,1990.7923333333333,2503.6613333333335,
46174,185.105,329.255,186.425,542.64,988.59,375.715,284.42,447.57,279.19,252.73,426.825,954.99,968.355,337.435,436.18,422.675,70.505,380.895,128.91,392.0,30.495,144.98,379.305,1129.295,838.975,381.855,126.43,95.16,295.0,92.52,
46175,54.4,35.0,15.675,0.5,45.75,17.295,189.975,15.005,17.36,288.215,19.65,23.5,136.425,0.49,37.155,8.2,80.0,10.83,47.435,28.885,2.535,16.4,1.57,27.02,6.96,135.065,0.5,31.1,17.89,13.5,
46212,2163.133333333333,818.6106666666667,1846.7866666666666,1349.8026666666667,1302.6946666666668,2739.276,1580.856,1504.988,1010.912,1264.6973333333333,1175.864,1370.2813333333334,923.5853333333333,836.3893333333333,1072.0893333333333,1231.0026666666668,806.7066666666667,1463.576,1412.9013333333332,928.9946666666667,642.224,1092.528,1172.44,1296.1693333333333,937.608,873.4266666666666,801.5453333333334,1464.6586666666667,1066.608,3289.9573333333333,
46211,1818.3246666666666,1826.756,1319.9873333333333,1723.2513333333334,14483.359333333334,2806.9893333333334,1114.8986666666667,1835.982,1620.7186666666666,683.6513333333334,2066.734,1405.7013333333334,1413.2613333333334,1858.92,1080.518,1084.7913333333333,1679.3773333333334,2090.618,1028.5053333333333,3239.24,800.5866666666667,1415.332,1342.338,2081.758,1804.8213333333333,2237.314,1284.6386666666667,1325.2366666666667,2988.9446666666668,1789.778,
46176,42.81,4.7,5.005,21.3,12.04,429.12,80.0,21.46,56.15,23.8,25.5,12.62,218.415,5.565,197.89,64.9,93.51,225.6,923.03,75.145,272.815,168.83,274.88,166.07,306.37,25.09,137.06,63.8,2.92,49.0,
46218,1474.2366666666667,1167.6033333333332,1558.9866666666667,5061.82,1905.9466666666667,3746.153333333333,1494.5066666666667,1579.91,1726.6066666666666,783.0833333333334,1815.95,1833.2933333333333,883.87,4276.123333333333,1638.4433333333334,2721.27,2112.42,1417.86,1545.3266666666666,2573.903333333333,1365.3466666666666,1879.49,1947.62,2032.3066666666666,4336.6033333333335,1492.22,1052.9466666666667,5791.973333333333,1924.4566666666667,4428.6,
46210,1473.51,5572.231363636363,2182.235909090909,1531.4536363636364,3864.835,3019.808636363636,1280.3163636363636,1987.3395454545455,1645.6563636363637,1850.7572727272727,1712.7677272727274,4080.052727272727,2308.090909090909,2049.2395454545454,3334.954090909091,1201.8845454545456,5590.635454545454,2011.898181818182,3299.5377272727274,4710.1222727272725,2311.665,2791.8868181818184,2350.1981818181816,2756.6968181818183,3117.07,2709.162272727273,2621.9713636363635,3585.1536363636365,4855.755,1922.805,
46217,1413.4466666666667,1726.16,1792.38,1504.1766666666667,4019.38,3368.1066666666666,5005.6866666666665,2978.3,3299.4966666666664,2488.5266666666666,1847.8633333333332,2310.7233333333334,1298.8,3377.84,3716.036666666667,2732.69,5445.5233333333335,4898.613333333334,1900.23,1634.8466666666666,1512.5433333333333,4790.363333333334,582.3133333333334,1900.2966666666666,3505.673333333333,5364.29,1437.95,4784.39,2541.1633333333334,1132.88,
46215,2218.6,992.0566666666666,2488.15,920.54,3121.47,3715.7566666666667,799.1566666666666,1623.59,2862.05,1228.8466666666666,3515.383333333333,3119.8033333333333,855.91,916.6266666666667,2918.66,734.21,2618.48,590.4833333333333,2910.2533333333336,3855.94,2689.7433333333333,4453.81,4566.263333333333,3404.4166666666665,2223.1,1498.0566666666666,1293.7733333333333,3518.5633333333335,3414.576666666667,1241.6,
46177,1655.695,1937.105,714.705,147.195,1760.71,546.05,301.26,446.31,240.91,1024.73,154.455,1202.03,299.21,7.265,70.15,129.055,161.5,129.75,705.55,217.885,88.525,1155.75,100.035,419.12,135.89,416.58,325.835,320.64,5.46,351.645,
46186,216.79,81.42,0.95,53.05,155.525,22.0,9.9,57.24,51.18,23.025,166.5,10.0,0.5,18.085,13.5,59.775,25.8,7.5,11.6,1.02,62.53,30.455,94.08,18.445,6.96,74.48,5.3,52.0,0.48,6.0,
46184,34.35,1.5,9.72,25.62,51.555,196.97,241.475,43.56,30.2,15.92,24.0,5.99,495.975,719.32,787.84,10.9,161.175,41.945,122.34,71.54,18.11,817.055,47.18,45.81,2.4,72.34,2.0,37.405,111.0,70.86,
